id,name,badges,categoryName,countReview,discountPercentage,sold,originalPrice,price,ratingAverage,shopShopId,shopName,shopCity,shopIsOfficial,shopIsPowerBadge
1667121067,Sepatu Ventela Basic White LC / Sepatu Ventela Basic Putih Low,Power Merchant Pro Badge,Fashion Pria,404,5,7100.0,188900.0,179900.0,4.9,410698,Saudara Shop,Jakarta Barat,False,True
918152085,Sepatu Warrior Sparta Allstar HC / Sepatu Warrior Sparta Allstar Hitam,Power Merchant Pro Badge,Fashion Pria,913,10,4300.0,119900.0,107500.0,4.9,410698,Saudara Shop,Jakarta Barat,False,True
6540824170,Aerostreet 37-44 Massive Low All Black - Sepatu Sneakers Casual,Official Store,Fashion Pria,2390,50,5000.0,319800.0,159900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
8246231364,Sepatu Thunderbear - Slip On Voltaire Full Black,Official Store,Fashion Pria,279,28,4900.0,139000.0,99999.0,4.9,8303264,Thunderbear Official,Cimahi,True,True
2407157876,Aerostreet 37-44 Hoops Low Putih Putih Abu Muda - Sepatu Sneakers,Official Store,Fashion Pria,823,50,5000.0,339800.0,169900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
12514180929, Eagle Sepatu Sneakers Lifestyle Oregon - Lifestyle Sneakers Shoes,Official Store,Fashion Pria,32,5,37600.0,329900.0,313405.0,5.0,3822795,eagle official store,Jakarta Timur,True,True
12568608155,Ortuseight Sepatu Sneakers Hyperblast Encore SL Dark Coal,Official Store,Fashion Pria,31,10,43100.0,599000.0,539100.0,4.8,10999364,Ortuseight Official Store .,Tangerang,True,True
9400644278,Sepatu Training Pria PUMA ALL-DAY ACTIVE 38626901 ORIGINAL,Official Store,Fashion Pria,117,74,17900.0,2299000.0,599000.0,4.9,1543897,Sneakers Dept,Jakarta Selatan,True,True
12454494172,Sepatu Sneakers Pria PUMA COURT ULTRA LITE 38937108 ORIGINAL,Official Store,Fashion Pria,65,60,17900.0,1499000.0,599000.0,4.9,1543897,Sneakers Dept,Jakarta Selatan,True,True
727325128,Sepatu Warior/Warrior Classic HC Hitam-Putih Uk.37~ 44 Original Murah,Power Merchant Pro Badge,Fashion Pria,416,13,2200.0,126900.0,110900.0,4.9,5841318,Mitra Sepatuu,Kab. Tangerang,False,True
1062342821,Sepatu PDH 02 Polri Polisi Satpam Security Pendek Berkualitas - DP02,Power Merchant Pro Badge,Fashion Pria,333,4,2400.0,125000.0,120000.0,4.8,7304936,Industri Craft CV,Jakarta Pusat,False,True
3794987902,BOOT SET SATU BADAN BOT OVERALL FULL BODY SEPATU SAWAH PETANI PANJANG,Power Merchant Pro Badge,Fashion Pria,38,40,2200.0,375000.0,225000.0,4.8,5748706,All Winner,Jakarta Pusat,False,True
11186865897,Sepatu Casual Piero Rusher 210000112 Original BNIB,Official Store,Fashion Pria,5,25,19800.0,529800.0,397350.0,4.6,271016,KING OF DRIBBLE,Jakarta Timur,True,True
11147342822,[ORIGINAL] SEPATU COMPASS PROTO LITE BLACK/BABY BLUE/BLUE/OLIVE/BEIGE,Power Merchant Pro Badge,Fashion Pria,7,41,6400.0,1099000.0,649000.0,5.0,7098187,Tijoepass,Jakarta Selatan,False,True
1210692918,Sepatu PDL TNI AD Sole Army | PDL Satpam Polri Security - LA01,Power Merchant Pro Badge,Fashion Pria,382,4,2400.0,125000.0,120000.0,4.9,7304936,Industri Craft CV,Jakarta Pusat,False,True
10013162083,Sepatu PDH New Tactical Tali Putar Sepatu Dinas Harian TNI/Polri,Power Merchant Pro Badge,Fashion Pria,105,9,12000.0,399000.0,363090.0,5.0,11983122,HobyArmy141,Depok,False,True
11933670250,ALOPE - Glad Sepatu Safety pria model kekinian size dewasa unisex,Official Store,Fashion Pria,82,74,5000.0,450000.0,117000.0,4.9,10785973,Alope Official,Kab. Mojokerto,True,True
10578564175,Sepatu Pria Puma Palermo OG  383011-01,Official Store,Fashion Pria,10,40,44900.0,1499000.0,899400.0,5.0,12892363,Puma Store Plaza Indonesia,Jakarta Pusat,True,True
12555652347,sepatu xduma super blak,Power Merchant Pro Badge,Fashion Pria,6,1,9800.0,250000.0,247000.0,5.0,13832823,Naufal military store,Jakarta Selatan,False,True
8352270480,FED Sepatu Sneaker Casual SANO BLACK,Power Merchant Pro Badge,Fashion Pria,163,35,13100.0,185000.0,119900.0,4.7,1899218,FashionEverydayStore,Bekasi,False,True
10669029649,Sepatu Sekolah Mills Evander Black / Black 9700801,Official Store,Fashion Pria,6,20,13900.0,349000.0,279200.0,4.7,11779378,victoria sport dk,Bandung,True,True
11288114662,Techdo Sepatu Sandal Pria Selop Sepatu Pria Santai Casual Trendy MC124,Official Store,Fashion Pria,135,60,11900.0,299000.0,119000.0,4.6,2729374,Techdoo,Tangerang,True,True
12408921643,Sepatu Sneakers Ortuseight Reign 11030249 Original BNIB,Official Store,Fashion Pria,3,15,23300.0,549000.0,466650.0,5.0,271016,KING OF DRIBBLE,Jakarta Timur,True,True
11443489165,Eagle Sepatu Lifestyle Atlas - Lifestyle Shoes,Official Store,Fashion Pria,191,9,15900.0,219900.0,199900.0,4.9,3822795,eagle official store,Jakarta Timur,True,True
3223815331,Aerostreet 40-43 Tactical Hitam Hitam Hitam - Sepatu Sneaker Boots,Official Store,Fashion Pria,1740,67,3000.0,379800.0,124354.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
8352346007,FED Sepatu Sneaker Casual SANO WHITE,Power Merchant Pro Badge,Fashion Pria,183,35,13100.0,185000.0,119900.0,4.9,1899218,FashionEverydayStore,Bekasi,False,True
6768828359,Aerostreet 37-44 Arrow Putih Biru Tua Abu Muda - Sepatu Sneaker Casual,Official Store,Fashion Pria,359,50,5000.0,359800.0,179900.0,4.8,6673471,Aerostreet,Kab. Klaten,True,True
7459259889,[ORIGINAL] SEPATU COMPASS RETROGRADE WHITE BLUE LOW,Power Merchant Pro Badge,Fashion Pria,50,44,5000.0,899000.0,499000.0,4.9,7098187,Tijoepass,Jakarta Selatan,False,True
12359645087,Sepatu Sneakers Pria NEW BALANCE 327 V1 MS327LBA ORIGINAL,Official Store,Fashion Pria,5,58,29900.0,2399000.0,999000.0,4.4,1543897,Sneakers Dept,Jakarta Selatan,True,True
841743636,Sepatu Ventela Lite Collection Ethnic Low AllBlack Full Black Original,Power Merchant Pro Badge,Fashion Pria,157,17,17000.0,229800.0,189800.0,4.9,4678132,Sepatuku Ori,Jakarta Pusat,False,True
10657640385,Sepatu Pria Puma Palermo OG 383011-01,Official Store,Fashion Pria,7,30,52400.0,1499000.0,1049300.0,5.0,4761010,Puma Store Pacific Place,Jakarta Selatan,True,True
2260764874,Aerostreet 37-44 Hoops High Gum Olive Olive - Sepatu Sneakers Casual,Official Store,Fashion Pria,1489,50,5000.0,359800.0,179900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
11581023671,Reebok Club C Mid II Revenge Men Lifestyle Shoes - Stucco,Power Merchant Pro Badge,Fashion Pria,4,20,19900.0,1250000.0,999000.0,5.0,7483913,FireRainbow Sneakers,Jakarta Barat,False,True
10891920467,PUMA Sepatu Sneakers Serve Pro Lite White-Amazon Green-Silver,Official Store,Fashion Pria,31,54,101000.0,999000.0,459540.0,4.9,9110660,Puma Official Store,Bekasi,True,True
2363965297,PAULMAY - Sepatu Slip on Pria Berlin,Official Store,Fashion Pria,471,64,53100.0,399000.0,143640.0,4.8,2842599,Paulmay,Jakarta Utara,True,True
11904524565,Sepatu Ventela evil X Papa Gading All Is Well Low Black 100% Original,Power Merchant Pro Badge,Fashion Pria,35,1,16600.0,187500.0,185000.0,4.6,14250235,AanGS_store.id,Kab. Tangerang,False,True
2119969643,Aerostreet 40-43 Riku Putih Biru Tua Merah - Sepatu Sneakers Sport,Official Store,Fashion Pria,3112,50,5000.0,359800.0,179900.0,4.8,6673471,Aerostreet,Kab. Klaten,True,True
11893698003, Anti -Slip and Breathable Pria Sepatu Kuning Sepatu Hitam B41/42,Power Merchant Pro Badge,Fashion Pria,30,5,3100.0,82990.0,78990.0,5.0,13610347,batavia shoes official,Jakarta Barat,False,True
10429048516,Sepatu Asics Men Lyte Classic White Shamrock Green 1201A477.120 ,Official Store,Fashion Pria,7,10,53900.0,1199000.0,1079100.0,4.9,5287808,Out of The Box,Bandung,True,True
8336067572,sandal sepatu clogs screamer 981 sendal baim sandal kodok karet pria ,Power Merchant Pro Badge,Fashion Pria,218,5,1700.0,45000.0,42800.0,4.9,2351062,Bintang Mulia 888,Jakarta Barat,False,True
6869045137,HEIDEN HERITAGE [HRTG] - Comet Blaze 247 - Vine Green | Sepatu Pria,Power Merchant Pro Badge,Fashion Pria,115,13,10000.0,449000.0,389000.0,4.9,1544074,Heiden Heritage,Jakarta Utara,False,True
4864343771,STOUREG Sepatu Pantai Olahraga Air - 6688 [38-44],Power Merchant Pro Badge,Fashion Pria,202,33,2900.0,89999.0,59999.0,4.9,9880314,Goodaymate,Jakarta Barat,False,True
7510710642,SEPATU SNEAKERS ORTUSEIGHT 100% ORIGINAL HARVARD (Full Black),Official Store,Fashion Pria,192,15,11100.0,329000.0,279650.0,5.0,4232765,RANK Sports,Jakarta Selatan,True,True
6616822586,Aerostreet X Gibran 36-46 Putih Emas - Sepatu Sneaker Casual,Official Store,Fashion Pria,2768,50,5000.0,359800.0,179900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
10607736635,SEPATU PDL TNI POLRI MODEL LIBRA JATAH TNI POLRI JARING TAWON,Power Merchant Pro Badge,Fashion Pria,17,58,10000.0,330000.0,138900.0,4.6,11556277,D'BOBS OFFICIAL HanDmade,Kab. Bandung,False,True
12630476643,Aerostreet 39-44 Orlando Krem Coklat Muda Hitam - Sepatu Sneakers,Official Store,Fashion Pria,35,50,5000.0,399800.0,199900.0,5.0,6673471,Aerostreet,Kab. Klaten,True,True
11629102045,Ortuseight Sepatu Sneakers Invaders Encore All Black,Official Store,Fashion Pria,24,10,30800.0,429000.0,386100.0,5.0,10999364,Ortuseight Official Store .,Tangerang,True,True
1705326513,Sepatu Ventela x Evil x Papa Gading All is Well High Black Original,Power Merchant Pro Badge,Fashion Pria,110,17,44900.0,599800.0,499800.0,4.9,4678132,Sepatuku Ori,Jakarta Pusat,False,True
635289781,Leedoo Sepatu Sneakers Pria Sepatu Olahraga Lari Cowok Sekolah EE01,Official Store,Fashion Pria,6139,60,10800.0,249000.0,99000.0,4.6,5024370,Leedoo,Tangerang,True,True
8782144430,Servodio 36-44 Navy Sepatu Sneakers Casual Pria Wanita SV02,Official Store,Fashion Pria,253,72,2700.0,199000.0,55620.0,4.7,8261136,Servodio Official Store,Kab. Mojokerto,True,True
9523252142,Aerostreet 37-40 Jennie Hitam Hitam Hitam - Sepatu Sneakers Casual,Official Store,Fashion Pria,180,50,5000.0,319800.0,159900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
12430540912,Carvil Sepatu Pria CLOVIS-SM,Official Store,Fashion Pria,7,41,10300.0,350000.0,207000.0,4.9,3225771,Carvil Official Store,Jakarta Utara,True,True
11982238548,Aerostreet 37-44 Maximo Putih Hitam Abu Muda - Sepatu Sneakers Casual,Official Store,Fashion Pria,62,50,5000.0,339800.0,169900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
2728622796,Sepatu Pantofel Karet Pria ATT AWK 557,Power Merchant Pro Badge,Fashion Pria,938,2,1000.0,36900.0,36162.0,4.9,8889536,ACME88,Jakarta Timur,False,True
7320933596,[ORIGINAL] SEPATU COMPASS GAZELLE LOW WHITE BLUE,Power Merchant Pro Badge,Fashion Pria,37,32,5000.0,599000.0,408000.0,5.0,7098187,Tijoepass,Jakarta Selatan,False,True
1588906681,Aerostreet 37-44 Massive Low Hitam Natural - Sepatu Sneakers Casual,Official Store,Fashion Pria,8503,50,5000.0,319800.0,159900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
2086475743,Aerostreet 36-45 Osaka Putih Abu Merah - Sepatu Sneakers Casual,Official Store,Fashion Pria,1866,50,5000.0,339800.0,169900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
11821356741,Sepatu Sneakers MILLS Tripoli Star,Power Merchant Pro Badge,Fashion Pria,2,25,5500.0,369000.0,276750.0,5.0,970456,KICKOFF SPORTS,Jakarta Selatan,False,True
7830122079,Sepatu Casual Sneakers Pria Gino Mariani Egiro Black,Official Store,Fashion Pria,34,24,250000.0,2199000.0,1671000.0,5.0,3164880,Gino Mariani,Jakarta Pusat,True,True
10956842317,Sepatu Pria NIKE COURT ROYALE 2 NEXT NATURE WHITE NAVY - DX5939102,Official Store,Fashion Pria,6,71,52100.0,1999000.0,579000.0,5.0,1878202,Sneakers Flash,Jakarta Barat,True,True
12481915123,Sepatu pdl tali putar brother marabunta kulit sapi full,Power Merchant Pro Badge,Fashion Pria,4,16,29500.0,699000.0,590000.0,5.0,9226642,SEPATU PDL BROTRHER,Kab. Bandung,False,True
563939357,ZH6011SPT LUOFU ORIGINAL jelly shoes pria karet import sepatu kets,Power Merchant Pro Badge,Fashion Pria,137,8,100000.0,65000.0,59800.0,4.9,143719,Payu,Bogor,False,True
8478728515,Sepatu Sneakers Tali Kasual Pria Cowok Gaya Import Premium Original,Power Merchant Pro Badge,Fashion Pria,358,33,7300.0,220000.0,147000.0,4.8,14530467,Renstore Official,Surabaya,False,True
10816666097,Sepatu Converse Chuck 70 High Crafted Patchwork Trolled Earth A04509C ,Official Store,Fashion Pria,2,10,58400.0,1299000.0,1169100.0,5.0,5287808,Out of The Box,Bandung,True,True
8191912741,SEPATU PDH MIDTRACH SPARATAN TALI PUTAR,Power Merchant Pro Badge,Fashion Pria,36,1,15600.0,395000.0,390000.0,5.0,13832823,Naufal military store,Jakarta Selatan,False,True
2260742013,Aerostreet 37-44 Hoops High Gum Off White Off White - Sepatu Sneakers,Official Store,Fashion Pria,1337,50,5000.0,359800.0,179900.0,4.8,6673471,Aerostreet,Kab. Klaten,True,True
11744295109,Sepatu Fantofel Pria KULIT ASLI Acara Kasual Formal Nikahan Kondangan,Power Merchant Pro Badge,Fashion Pria,25,56,20000.0,798000.0,350000.0,5.0,11972077,Auriermax Official,Kab. Bandung,False,True
12454661879,Sepatu Training Pria PUMA ALL-DAY ACTIVE 38626914 ORIGINAL,Official Store,Fashion Pria,19,63,17900.0,1599000.0,599000.0,5.0,1543897,Sneakers Dept,Jakarta Selatan,True,True
12270971343,Speed - WISDOM series - Sepatu Pria - Sneakers kasual - 38-43,Official Store,Fashion Pria,44,47,8900.0,168900.0,89900.0,4.7,3871848,SPEED Official Shop,Semarang,True,True
4845433433,Aerostreet 37-41 Grace Natural Natural Biru - Sepatu Sneakers Casual,Official Store,Fashion Pria,388,50,5000.0,319800.0,159900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
7523497012,Larocking - Dexter Hitam Polos | Sepatu Sneakers Running Gym Shoes,Official Store,Fashion Pria,298,50,12900.0,199000.0,99900.0,4.8,10289832,Larocking,Bekasi,True,True
11498668003,Sepatu Sneakers Ortuseight Invaders Encore,Power Merchant Pro Badge,Fashion Pria,12,15,7200.0,429000.0,364000.0,4.8,970456,KICKOFF SPORTS,Jakarta Selatan,False,True
2995602739,Sepatu Sneakers Pria Trendy Jogging Casual,Power Merchant Pro Badge,Fashion Pria,123,20,100000.0,50000.0,40000.0,4.7,3222796,DANS SCOUT,Kab. Bogor,False,True
6923746219,Leedoo Sepatu Casual Sneakers Pria Sepatu Formal Kulit Pria MC421,Official Store,Fashion Pria,678,68,14100.0,399000.0,129000.0,4.8,5024370,Leedoo,Tangerang,True,True
6801432280,ARDILES KINSHASA SEPATU LIFESTYLE ORIGINAL HIGH QUALITY,Power Merchant Pro Badge,Fashion Pria,8,50,12000.0,139900.0,69950.0,4.8,1617466,Silqueen Shop,Jakarta Barat,False,True
11982210200,Aerostreet 37-44 Maximo Putih Abu Muda Hijau Tua - Sepatu Sneakers,Official Store,Fashion Pria,63,50,5000.0,339800.0,169900.0,5.0,6673471,Aerostreet,Kab. Klaten,True,True
12397844320,PVN Jeno Sepatu Sneakers Wanita Shoes 438,Official Store,Fashion Wanita,45,77,6900.0,599900.0,139999.0,4.9,2646133,PVN Official Store,Jakarta Pusat,True,True
4059631392,Sepatu Sneaker Pria Casual REYL MAN ANOMALY Full Black Series,Official Store,Fashion Pria,96,20,17400.0,435000.0,348000.0,4.9,5602634,reylman.id,Bandung,True,True
10666440172,Ortuseight Sepatu Sneakers Revere White Carbon Ortrange,Official Store,Fashion Pria,9,10,39500.0,549000.0,494100.0,4.9,10999364,Ortuseight Official Store .,Tangerang,True,True
12119096263,Sepatu Casual Piero Street Collins 210000100 Original BNIB,Official Store,Fashion Pria,7,20,21900.0,549800.0,439840.0,5.0,271016,KING OF DRIBBLE,Jakarta Timur,True,True
12218219757,Sepatu Sneakers Airwalk Akara White Navy,Official Store,Fashion Pria,2,12,20100.0,459000.0,403920.0,5.0,11779378,victoria sport dk,Bandung,True,True
2084768550,MARCOS |ManNeedMe x NAZ| Sepatu Sneakers Pria Casual ORIGINAL,Power Merchant Pro Badge,Fashion Pria,649,1,12100.0,175000.0,173250.0,4.9,3570722,ManNeedMe,Kab. Bandung,False,True
11689097966,Keeping 39-44 Sneakers Pria-Sepatu Sport Sekolah Kerja Cowok KSD103,Power Merchant Pro Badge,Fashion Pria,131,67,14900.0,454000.0,149000.0,4.7,15130223,KeepingOfficial,Tangerang,False,True
10817083825,Sepatu Sneakers New Balance 574 Black White NEWU574FBG,Official Store,Fashion Pria,2,10,67400.0,1499000.0,1349100.0,5.0,5287808,Out of The Box,Bandung,True,True
12099962534,SEPATU SNEAKERS ORTUSEIGHT REVAMP - GREY/WHITE/BLACK,Official Store,Fashion Pria,9,15,20300.0,599000.0,509150.0,5.0,4232765,RANK Sports,Jakarta Utara,True,True
12656615973,REYL MAN Faster Black Series Sepatu Sneakers Pria Original,Power Merchant Pro Badge,Fashion Pria,13,32,20000.0,380000.0,260000.0,5.0,11972077,Auriermax Official,Kab. Bandung,False,True
7360394138,PAULMAY - Sepatu Slip on Pria Berlin Black Rainbow,Official Store,Fashion Pria,140,64,53100.0,399000.0,143640.0,4.9,2842599,Paulmay,Jakarta Utara,True,True
6799721539,Sepatu Casual Moccasins Pria Pedro Original 110283,Power Merchant Pro Badge,Fashion Pria,4,54,7600.0,1679000.0,769700.0,5.0,612806,fajaroriginalshoes,Tangerang,False,True
10642002043,Leedoo Sepatu Slip On Pria Sepatu Sneakers Casual Formal Cowok MC451,Official Store,Fashion Pria,114,54,15200.0,299000.0,139000.0,4.8,5024370,Leedoo,Tangerang,True,True
9793910033,Aerostreet 39-44 Massive Low Costa Natural Hitam Hitam - Sepatu,Official Store,Fashion Pria,487,50,5000.0,339800.0,169900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
5412138004,Sepatu Sneakers Casual Pria/ Aerostreet 36-45 Hoops Low Putih Abu Muda,Power Merchant Pro Badge,Fashion Pria,8,3,10100.0,174875.0,169629.0,4.6,1461846,RaindozFashion,Kab. Bandung,False,True
1949807936,Vans Old Skool Black White Original Sepatu Vans Oldskool Original Pria,Official Store,Fashion Pria,270,33,41900.0,899900.0,599900.0,4.9,10043530,STOCKICKS PROJECT,Surabaya,True,True
4824305970,Sepatu Sneakers Pria Piero Ergo DK Cinnamon Brown P20970,Official Store,Fashion Pria,2,20,17900.0,449000.0,359200.0,5.0,11779378,victoria sport dk,Bandung,True,True
11094569608,Sepatu Sneakers Unisex Converse Chuck Taylor 70s Black Egret Original,Power Merchant Pro Badge,Fashion Pria,71,38,34000.0,1099000.0,680000.0,5.0,1663472,KickSociety,Jakarta Barat,False,True
9567407014,sepatu kerja pantofel karet pria att terbaru,Power Merchant Pro Badge,Fashion Pria,8,19,1400.0,43000.0,35000.0,4.9,11737355,Ikonyo Shop,Tangerang Selatan,False,True
2052264145,Aerostreet 36-45 Massive X Volt Hitam - Sepatu Sneakers Casual 21HH07,Official Store,Fashion Pria,192,50,250000.0,239800.0,119900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
6861272276,AMBLE - Sepatu Pria - Carter Lite Vegan Black,Official Store,Fashion Pria,102,10,17900.0,399000.0,359100.0,4.9,2695138,AMBLE,Bandung,True,True
1876447445,Sepatu Formal Pria Casual Pantofel Kerja Prodigo Bawean Hitam,Official Store,Fashion Pria,512,39,11900.0,325000.0,199777.0,4.9,3940445,Prodigo Official,Bandung,True,True
8030978778,Spotec Sepatu Tennis Court Pro Putih - Putih,Official Store,Fashion Pria,55,5,25000.0,399900.0,379900.0,4.7,11162592,Spotec Official Store,Kab. Tangerang,True,True
2260725675,Aerostreet 37-44 Hoops High Gum Hitam Hitam - Sepatu Sneakers Casual,Official Store,Fashion Pria,2062,50,5000.0,359800.0,179900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
12300866624,Carvil Sepatu Pria Rodgri-SM,Official Store,Fashion Pria,6,39,10300.0,339000.0,207000.0,5.0,3225771,Carvil Official Store,Jakarta Utara,True,True
10131791313,SATA - Sepatu Kulit Low Boots Hitam Namakula,Official Store,Fashion Pria,17,59,13200.0,400000.0,165000.0,4.9,14409517,People Meet Denim Company,Jakarta Timur,True,True
8256345503,Sepatu Thunderbear - Easton Full Black,Official Store,Fashion Pria,31,16,6400.0,155000.0,129900.0,4.9,8303264,Thunderbear Official,Cimahi,True,True
10420149901,TOMKINS Scool Mason One - Hitam Putih Sepatu Sekolah,Official Store,Fashion Pria,98,48,10900.0,419000.0,219000.0,4.9,6638357,TOMKINS Official Shop,Bandung,True,True
4845480626,Aerostreet 37- 41 Grace Natural Natural Mocca - Sepatu Sneakers Casual,Official Store,Fashion Pria,321,50,5000.0,319800.0,159900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
1536278844,Sepatu Oxford Formal Pria Koku Footwear Arthur Hitam Black,Official Store,Fashion Pria,140,32,96500.0,1420000.0,965600.0,5.0,1319782,Koku Footwear,Kab. Bandung,True,True
306998069,Sepatu casual piero original VOMERO dark grey/white new 2018,Power Merchant Pro Badge,Fashion Pria,1,50,1900.0,399800.0,199900.0,5.0,186459,Kicosport,Jakarta Pusat,False,True
1867851711,Sepatu sneakers Pria Dane and Dine S0030 Hitam,Official Store,Fashion Pria,1093,64,4400.0,249000.0,89000.0,4.7,161841,DnD Shoes,Tangerang,True,True
12625503192,Sepatu Sneakers Pria CONVERSE CT 70 OX NATURAL IVORY BEIGE - A06203C,Official Store,Fashion Pria,7,72,51200.0,1999000.0,569000.0,5.0,1878202,Sneakers Flash,Jakarta Barat,True,True
3627510843,Sepatu Karet Mesh Pantai Olahraga Air Selam Snorkeling Surfing Mancing,Power Merchant Pro Badge,Fashion Pria,64,9,13200.0,145000.0,132000.0,4.8,11627036,Vortex Shelter,Jakarta Barat,False,True
12568571651,Footstep Footwear Sepatu Pria Sneakers Apollo Army Original Shoes,Official Store,Fashion Pria,13,60,9900.0,499000.0,198787.0,5.0,2008898,Footstep Footwear,Bandung,True,True
1868820971,Sepatu Pria Casual Boots Kerja Formal Prodigo Belitung Coklat,Official Store,Fashion Pria,847,38,11900.0,325000.0,199999.0,4.9,3940445,Prodigo Official,Bandung,True,True
12413172874,Sepatu Casual Piero Street Nero 210000104 Original BNIB,Official Store,Fashion Pria,3,20,21900.0,549800.0,439840.0,5.0,271016,KING OF DRIBBLE,Jakarta Timur,True,True
12330784816,Sepatu Patrobas Glare Denim Anthracite - ORIGINAL buatan Indonesia,Power Merchant Pro Badge,Fashion Pria,8,33,2600.0,400000.0,269000.0,5.0,10666924,ORILOOK_STORE,Semarang,False,True
11911228341,Aerostreet 37-44 Massive Basic Biru Tua Natural - Sepatu Sneakers ,Official Store,Fashion Pria,155,50,5000.0,319800.0,159900.0,4.9,6673471,Aerostreet,Kab. Klaten,True,True
5294023522,Protector Pelindung Isi Dalam Depan Kepala Sepatu Anti Kerut Terlipat,Power Merchant Pro Badge,Fashion Pria,8,27,28000.0,12300.0,9000.0,4.9,2501437,Maslinda Store,Jakarta Barat,False,True
5257436533,Sepatu Patrobas Cloud Low Full All Black Original Sneakers Pria Wanita,Power Merchant Pro Badge,Fashion Pria,36,21,23300.0,329900.0,259900.0,4.9,4678132,Sepatuku Ori,Jakarta Pusat,False,True
12364248514,Sepatu Sneakers Unisex REEBOK CLASSIC LEATHER 100008494 ORIGINAL,Official Store,Fashion Pria,26,61,22400.0,1899000.0,749000.0,5.0,1543897,Sneakers Dept,Jakarta Selatan,True,True
2217386328,Sepatu Kulit Pria Gats MP 2601 Hitam,Power Merchant Pro Badge,Fashion Pria,59,1,8600.0,439000.0,434610.0,4.9,1845029,istana sepatu bogor,Bogor,False,True
11688764285,Keeping 39-44 Nanami kento Grey - Sepatu Sneakers Casual Pria KSD103,Power Merchant Pro Badge,Fashion Pria,48,67,14900.0,454000.0,149000.0,4.7,15130223,KeepingOfficial,Tangerang,False,True
11861964725,Sepatu Sneakers Nike court vision low next nature black Original,Official Store,Fashion Pria,47,27,27900.0,960000.0,699000.0,4.9,234894,Ncr Sport,Bandung,True,True
